question_id,question,option_a,option_b,option_c,option_d,correct_answer,explanation,subject,chapter,difficulty
CB7-02420,What is 33 + 24?,59,58,57,56,C,33 + 24 = 57,Maths,Algebra,Medium
CB7-02421,What is 12 + 6?,18,17,20,19,A,12 + 6 = 18,Maths,Perimeter and Area,Hard
CB7-02422,What is 34 + 14?,48,50,47,49,A,34 + 14 = 48,Maths,Lines and Angles,Hard
CB7-02423,What is 34 + 28?,61,62,63,64,B,34 + 28 = 62,Science,Heat,Medium
CB7-02424,What is 19 + 49?,70,67,68,69,C,19 + 49 = 68,SST,Environment,Hard
CB7-02425,What is 41 + 15?,55,56,57,58,B,41 + 15 = 56,Science,Motion and Time,Easy
CB7-02426,What is 6 + 24?,32,30,29,31,B,6 + 24 = 30,English,Fill in the Blanks,Hard
CB7-02427,What is 9 + 38?,48,46,49,47,D,9 + 38 = 47,SST,Markets,Hard
CB7-02428,What is 19 + 11?,29,32,31,30,D,19 + 11 = 30,SST,Government,Easy
CB7-02429,What is 35 + 27?,63,62,61,64,B,35 + 27 = 62,English,Parts of Speech,Medium
CB7-02430,What is 43 + 17?,61,60,59,62,B,43 + 17 = 60,SST,Medieval India,Easy
CB7-02431,What is 1 + 10?,11,12,13,10,A,1 + 10 = 11,English,Grammar,Hard
CB7-02432,What is 21 + 3?,26,25,24,23,C,21 + 3 = 24,Maths,Fractions and Decimals,Easy
CB7-02433,What is 46 + 25?,71,73,70,72,A,46 + 25 = 71,SST,Government,Easy
CB7-02434,What is 14 + 43?,58,59,56,57,D,14 + 43 = 57,SST,Air and Water,Hard
CB7-02435,What is 2 + 44?,47,45,46,48,C,2 + 44 = 46,English,Sentence Correction,Easy
CB7-02436,What is 8 + 3?,12,10,13,11,D,8 + 3 = 11,Science,Heat,Easy
CB7-02437,What is 20 + 32?,53,51,52,54,C,20 + 32 = 52,English,Grammar,Medium
CB7-02438,What is 28 + 28?,58,57,56,55,C,28 + 28 = 56,Science,Heat,Easy
CB7-02439,What is 9 + 27?,35,38,37,36,D,9 + 27 = 36,Maths,Rational Numbers,Medium
CB7-02440,What is 35 + 7?,43,42,44,41,B,35 + 7 = 42,SST,State Government,Medium
CB7-02441,What is 35 + 12?,48,46,49,47,D,35 + 12 = 47,Science,Light,Hard
CB7-02442,What is 14 + 15?,31,28,29,30,C,14 + 15 = 29,English,Synonyms Antonyms,Medium
CB7-02443,What is 50 + 49?,99,98,100,101,A,50 + 49 = 99,Science,Light,Hard
CB7-02444,What is 13 + 10?,23,22,24,25,A,13 + 10 = 23,Science,Nutrition in Animals,Hard
CB7-02445,What is 25 + 13?,39,37,38,40,C,25 + 13 = 38,Maths,Lines and Angles,Medium
CB7-02446,What is 5 + 48?,52,53,55,54,B,5 + 48 = 53,Maths,Triangle and Properties,Easy
CB7-02447,What is 40 + 38?,79,80,78,77,C,40 + 38 = 78,SST,Inside our Earth,Easy
CB7-02448,What is 15 + 37?,54,51,53,52,D,15 + 37 = 52,Maths,Rational Numbers,Hard
CB7-02449,What is 3 + 42?,45,47,46,44,A,3 + 42 = 45,SST,Government,Hard
CB7-02450,What is 35 + 44?,79,80,78,81,A,35 + 44 = 79,English,Vocabulary,Hard
CB7-02451,What is 44 + 4?,50,47,49,48,D,44 + 4 = 48,Science,Light,Medium
CB7-02452,What is 15 + 27?,41,42,43,44,B,15 + 27 = 42,Maths,Triangle and Properties,Medium
CB7-02453,What is 11 + 2?,15,14,12,13,D,11 + 2 = 13,Science,Electric Current,Medium
CB7-02454,What is 28 + 45?,72,74,75,73,D,28 + 45 = 73,SST,Media,Easy
CB7-02455,What is 36 + 1?,39,37,38,36,B,36 + 1 = 37,Maths,Comparing Quantities,Medium
CB7-02456,What is 43 + 20?,65,62,64,63,D,43 + 20 = 63,Maths,Integers,Easy
CB7-02457,What is 49 + 29?,79,80,77,78,D,49 + 29 = 78,Science,Acids Bases and Salts,Hard
CB7-02458,What is 27 + 41?,67,70,68,69,C,27 + 41 = 68,English,Fill in the Blanks,Hard
CB7-02459,What is 30 + 11?,40,43,41,42,C,30 + 11 = 41,Maths,Simple Equations,Medium
CB7-02460,What is 15 + 44?,60,58,59,61,C,15 + 44 = 59,English,Fill in the Blanks,Hard
CB7-02461,What is 13 + 24?,37,36,39,38,A,13 + 24 = 37,English,Vocabulary,Easy
CB7-02462,What is 41 + 7?,49,47,50,48,D,41 + 7 = 48,Science,Weather Climate,Hard
CB7-02463,What is 47 + 30?,79,77,78,76,B,47 + 30 = 77,Science,Transportation in Plants and Animals,Easy
CB7-02464,What is 35 + 34?,68,69,71,70,B,35 + 34 = 69,SST,State Government,Medium
CB7-02465,What is 44 + 11?,57,56,55,54,C,44 + 11 = 55,Maths,Simple Equations,Medium
CB7-02466,What is 28 + 45?,75,74,73,72,C,28 + 45 = 73,Science,Electric Current,Hard
CB7-02467,What is 38 + 14?,51,53,52,54,C,38 + 14 = 52,Science,Heat,Easy
CB7-02468,What is 20 + 46?,68,65,66,67,C,20 + 46 = 66,Science,Respiration,Easy
CB7-02469,What is 13 + 41?,55,56,53,54,D,13 + 41 = 54,Maths,Comparing Quantities,Hard
CB7-02470,What is 13 + 37?,49,50,51,52,B,13 + 37 = 50,English,Fill in the Blanks,Medium
CB7-02471,What is 38 + 41?,81,79,78,80,B,38 + 41 = 79,English,Comprehension,Hard
CB7-02472,What is 11 + 33?,45,44,43,46,B,11 + 33 = 44,SST,Government,Hard
CB7-02473,What is 7 + 33?,41,39,42,40,D,7 + 33 = 40,Maths,Fractions and Decimals,Easy
CB7-02474,What is 13 + 28?,43,40,41,42,C,13 + 28 = 41,Science,Heat,Medium
CB7-02475,What is 1 + 22?,23,25,24,22,A,1 + 22 = 23,Science,Physical and Chemical Changes,Medium
CB7-02476,What is 17 + 22?,40,38,41,39,D,17 + 22 = 39,English,Vocabulary,Medium
CB7-02477,What is 3 + 37?,40,39,41,42,A,3 + 37 = 40,SST,Government,Easy
CB7-02478,What is 47 + 3?,50,52,51,49,A,47 + 3 = 50,English,Parts of Speech,Hard
CB7-02479,What is 7 + 22?,31,29,28,30,B,7 + 22 = 29,English,Grammar,Easy
CB7-02480,What is 10 + 47?,57,59,58,56,A,10 + 47 = 57,SST,Delhi Sultanate,Easy
CB7-02481,What is 20 + 25?,46,44,47,45,D,20 + 25 = 45,Maths,Rational Numbers,Hard
CB7-02482,What is 14 + 33?,47,46,48,49,A,14 + 33 = 47,English,Comprehension,Medium
CB7-02483,What is 42 + 18?,62,59,60,61,C,42 + 18 = 60,Science,Weather Climate,Hard
CB7-02484,What is 50 + 13?,65,62,64,63,D,50 + 13 = 63,Maths,Algebra,Hard
CB7-02485,What is 41 + 31?,72,73,74,71,A,41 + 31 = 72,Science,Respiration,Easy
CB7-02486,What is 26 + 26?,52,54,53,51,A,26 + 26 = 52,SST,Delhi Sultanate,Easy
CB7-02487,What is 2 + 15?,19,16,18,17,D,2 + 15 = 17,English,Fill in the Blanks,Medium
CB7-02488,What is 50 + 32?,84,82,83,81,B,50 + 32 = 82,SST,Medieval India,Hard
CB7-02489,What is 33 + 14?,47,48,46,49,A,33 + 14 = 47,Science,Physical and Chemical Changes,Medium
CB7-02490,What is 28 + 22?,51,50,52,49,B,28 + 22 = 50,English,Tenses,Easy
CB7-02491,What is 30 + 33?,62,63,64,65,B,30 + 33 = 63,Science,Reproduction in Plants,Medium
CB7-02492,What is 25 + 30?,56,55,57,54,B,25 + 30 = 55,SST,Environment,Hard
CB7-02493,What is 20 + 16?,37,36,38,35,B,20 + 16 = 36,SST,Mughal Empire,Easy
CB7-02494,What is 10 + 13?,22,25,24,23,D,10 + 13 = 23,Maths,Fractions and Decimals,Easy
CB7-02495,What is 49 + 45?,94,95,96,93,A,49 + 45 = 94,English,Fill in the Blanks,Easy
CB7-02496,What is 39 + 42?,83,80,81,82,C,39 + 42 = 81,SST,Inside our Earth,Easy
CB7-02497,What is 15 + 48?,62,64,63,65,C,15 + 48 = 63,SST,Equality,Easy
CB7-02498,What is 32 + 34?,65,66,68,67,B,32 + 34 = 66,SST,Media,Hard
CB7-02499,What is 3 + 21?,23,24,26,25,B,3 + 21 = 24,Science,Fibre to Fabric,Medium
CB7-02500,What is 12 + 20?,32,31,34,33,A,12 + 20 = 32,Maths,Rational Numbers,Medium
CB7-02501,What is 6 + 37?,45,42,43,44,C,6 + 37 = 43,English,Parts of Speech,Hard
CB7-02502,What is 49 + 12?,62,60,61,63,C,49 + 12 = 61,Maths,Comparing Quantities,Hard
CB7-02503,What is 14 + 23?,37,38,36,39,A,14 + 23 = 37,SST,Inside our Earth,Hard
CB7-02504,What is 26 + 25?,53,52,51,50,C,26 + 25 = 51,Science,Acids Bases and Salts,Hard
CB7-02505,What is 42 + 34?,78,76,75,77,B,42 + 34 = 76,Science,Physical and Chemical Changes,Hard
CB7-02506,What is 36 + 13?,48,50,49,51,C,36 + 13 = 49,Maths,Lines and Angles,Easy
CB7-02507,What is 20 + 30?,50,49,51,52,A,20 + 30 = 50,SST,Media,Hard
CB7-02508,What is 1 + 24?,26,24,25,27,C,1 + 24 = 25,English,Parts of Speech,Medium
CB7-02509,What is 25 + 26?,51,53,50,52,A,25 + 26 = 51,Science,Nutrition in Plants,Easy
CB7-02510,What is 19 + 39?,60,59,57,58,D,19 + 39 = 58,Maths,Data Handling,Hard
CB7-02511,What is 24 + 1?,26,24,27,25,D,24 + 1 = 25,English,Vocabulary,Easy
CB7-02512,What is 47 + 18?,64,65,66,67,B,47 + 18 = 65,Maths,Lines and Angles,Medium
CB7-02513,What is 33 + 37?,72,69,71,70,D,33 + 37 = 70,English,Sentence Correction,Hard
CB7-02514,What is 48 + 21?,68,71,69,70,C,48 + 21 = 69,Science,Motion and Time,Easy
CB7-02515,What is 18 + 14?,34,31,32,33,C,18 + 14 = 32,Science,Respiration,Medium
CB7-02516,What is 10 + 22?,33,31,34,32,D,10 + 22 = 32,Maths,Lines and Angles,Hard
CB7-02517,What is 6 + 50?,55,56,57,58,B,6 + 50 = 56,Maths,Fractions and Decimals,Medium
CB7-02518,What is 27 + 49?,77,78,76,75,C,27 + 49 = 76,SST,Markets,Easy
CB7-02519,What is 1 + 21?,22,24,23,21,A,1 + 21 = 22,Science,Motion and Time,Easy
CB7-02520,What is 38 + 15?,55,53,54,52,B,38 + 15 = 53,Science,Nutrition in Animals,Hard
CB7-02521,What is 19 + 24?,42,43,44,45,B,19 + 24 = 43,Maths,Lines and Angles,Hard
CB7-02522,What is 2 + 25?,27,26,28,29,A,2 + 25 = 27,Maths,Comparing Quantities,Easy
CB7-02523,What is 9 + 42?,53,51,52,50,B,9 + 42 = 51,SST,Mughal Empire,Medium
CB7-02524,What is 23 + 32?,54,55,56,57,B,23 + 32 = 55,SST,Air and Water,Hard
CB7-02525,What is 32 + 21?,52,55,53,54,C,32 + 21 = 53,Maths,Data Handling,Medium
CB7-02526,What is 22 + 2?,23,24,25,26,B,22 + 2 = 24,English,Tenses,Hard
CB7-02527,What is 38 + 20?,59,60,57,58,D,38 + 20 = 58,SST,Markets,Hard
CB7-02528,What is 34 + 49?,83,82,85,84,A,34 + 49 = 83,SST,Markets,Medium
CB7-02529,What is 44 + 46?,89,92,90,91,C,44 + 46 = 90,English,Tenses,Hard
CB7-02530,What is 30 + 20?,51,49,50,52,C,30 + 20 = 50,SST,Inside our Earth,Medium
CB7-02531,What is 49 + 24?,75,74,72,73,D,49 + 24 = 73,SST,Mughal Empire,Medium
CB7-02532,What is 22 + 16?,38,40,39,37,A,22 + 16 = 38,English,Vocabulary,Medium
CB7-02533,What is 49 + 31?,81,82,80,79,C,49 + 31 = 80,English,Sentence Correction,Easy
CB7-02534,What is 2 + 21?,24,22,25,23,D,2 + 21 = 23,Science,Transportation in Plants and Animals,Hard
CB7-02535,What is 48 + 5?,54,52,55,53,D,48 + 5 = 53,English,Parts of Speech,Easy
CB7-02536,What is 19 + 23?,41,44,43,42,D,19 + 23 = 42,SST,Air and Water,Easy
CB7-02537,What is 32 + 26?,60,59,57,58,D,32 + 26 = 58,English,Vocabulary,Easy
CB7-02538,What is 18 + 8?,28,25,27,26,D,18 + 8 = 26,Maths,Data Handling,Hard
CB7-02539,What is 14 + 18?,31,34,33,32,D,14 + 18 = 32,SST,Inside our Earth,Medium
CB7-02540,What is 13 + 1?,16,14,13,15,B,13 + 1 = 14,Science,Transportation in Plants and Animals,Easy
CB7-02541,What is 32 + 28?,61,62,60,59,C,32 + 28 = 60,Science,Fibre to Fabric,Easy
CB7-02542,What is 8 + 48?,56,58,55,57,A,8 + 48 = 56,English,Sentence Correction,Medium
CB7-02543,What is 37 + 31?,68,70,67,69,A,37 + 31 = 68,Science,Physical and Chemical Changes,Medium
CB7-02544,What is 41 + 34?,74,77,76,75,D,41 + 34 = 75,SST,Inside our Earth,Medium
CB7-02545,What is 10 + 20?,29,32,30,31,C,10 + 20 = 30,SST,Equality,Easy
CB7-02546,What is 32 + 18?,52,51,50,49,C,32 + 18 = 50,SST,Mughal Empire,Easy
CB7-02547,What is 41 + 28?,70,71,68,69,D,41 + 28 = 69,Maths,Simple Equations,Medium
CB7-02548,What is 12 + 46?,58,59,60,57,A,12 + 46 = 58,Maths,Simple Equations,Easy
CB7-02549,What is 12 + 12?,25,26,24,23,C,12 + 12 = 24,SST,Markets,Medium
CB7-02550,What is 17 + 36?,55,52,54,53,D,17 + 36 = 53,Science,Fibre to Fabric,Medium
CB7-02551,What is 11 + 22?,33,32,34,35,A,11 + 22 = 33,Maths,Fractions and Decimals,Hard
CB7-02552,What is 36 + 8?,43,46,45,44,D,36 + 8 = 44,Science,Nutrition in Plants,Hard
CB7-02553,What is 18 + 32?,52,49,51,50,D,18 + 32 = 50,English,Tenses,Easy
CB7-02554,What is 2 + 19?,20,21,22,23,B,2 + 19 = 21,Maths,Rational Numbers,Easy
CB7-02555,What is 19 + 36?,54,57,56,55,D,19 + 36 = 55,Science,Heat,Hard
CB7-02556,What is 39 + 49?,88,87,90,89,A,39 + 49 = 88,Science,Transportation in Plants and Animals,Medium
CB7-02557,What is 15 + 39?,55,53,54,56,C,15 + 39 = 54,Science,Acids Bases and Salts,Hard
CB7-02558,What is 40 + 37?,76,79,78,77,D,40 + 37 = 77,Maths,Perimeter and Area,Easy
CB7-02559,What is 11 + 30?,40,41,43,42,B,11 + 30 = 41,SST,Equality,Hard
CB7-02560,What is 47 + 46?,93,94,92,95,A,47 + 46 = 93,Science,Light,Hard
CB7-02561,What is 19 + 14?,35,33,34,32,B,19 + 14 = 33,Science,Weather Climate,Easy
CB7-02562,What is 43 + 21?,66,64,63,65,B,43 + 21 = 64,SST,Inside our Earth,Easy
CB7-02563,What is 38 + 29?,69,68,67,66,C,38 + 29 = 67,Science,Heat,Hard
CB7-02564,What is 10 + 1?,12,13,10,11,D,10 + 1 = 11,Science,Acids Bases and Salts,Medium
CB7-02565,What is 27 + 24?,51,50,52,53,A,27 + 24 = 51,English,Grammar,Hard
CB7-02566,What is 30 + 3?,34,35,33,32,C,30 + 3 = 33,English,Sentence Correction,Medium
CB7-02567,What is 13 + 3?,15,17,16,18,C,13 + 3 = 16,SST,Inside our Earth,Easy
CB7-02568,What is 30 + 37?,67,69,66,68,A,30 + 37 = 67,Science,Soil,Hard
CB7-02569,What is 27 + 18?,45,46,44,47,A,27 + 18 = 45,English,Sentence Correction,Easy
CB7-02570,What is 20 + 22?,42,43,41,44,A,20 + 22 = 42,English,Synonyms Antonyms,Easy
CB7-02571,What is 12 + 43?,56,55,54,57,B,12 + 43 = 55,SST,Delhi Sultanate,Hard
CB7-02572,What is 30 + 3?,34,35,33,32,C,30 + 3 = 33,Science,Physical and Chemical Changes,Hard
CB7-02573,What is 10 + 7?,17,16,19,18,A,10 + 7 = 17,Science,Heat,Hard
CB7-02574,What is 4 + 13?,17,18,19,16,A,4 + 13 = 17,SST,Equality,Hard
CB7-02575,What is 42 + 11?,52,53,55,54,B,42 + 11 = 53,Maths,Triangle and Properties,Medium
CB7-02576,What is 46 + 7?,53,54,52,55,A,46 + 7 = 53,English,Fill in the Blanks,Medium
CB7-02577,What is 11 + 30?,41,42,40,43,A,11 + 30 = 41,Science,Respiration,Hard
CB7-02578,What is 40 + 16?,57,55,56,58,C,40 + 16 = 56,Science,Respiration,Easy
CB7-02579,What is 42 + 22?,64,65,66,63,A,42 + 22 = 64,Maths,Algebra,Easy
CB7-02580,What is 4 + 17?,21,23,20,22,A,4 + 17 = 21,Maths,Lines and Angles,Medium
CB7-02581,What is 34 + 21?,57,54,55,56,C,34 + 21 = 55,SST,State Government,Hard
CB7-02582,What is 20 + 32?,53,52,54,51,B,20 + 32 = 52,English,Vocabulary,Medium
CB7-02583,What is 1 + 18?,18,21,20,19,D,1 + 18 = 19,Maths,Simple Equations,Hard
CB7-02584,What is 28 + 2?,29,30,31,32,B,28 + 2 = 30,Science,Fibre to Fabric,Hard
CB7-02585,What is 31 + 3?,35,34,36,33,B,31 + 3 = 34,SST,Equality,Hard
CB7-02586,What is 3 + 42?,47,45,44,46,B,3 + 42 = 45,Maths,Comparing Quantities,Easy
CB7-02587,What is 9 + 1?,12,11,9,10,D,9 + 1 = 10,SST,Media,Medium
CB7-02588,What is 23 + 16?,40,38,39,41,C,23 + 16 = 39,Science,Light,Easy
CB7-02589,What is 44 + 50?,95,96,94,93,C,44 + 50 = 94,Science,Electric Current,Easy
CB7-02590,What is 8 + 15?,22,24,25,23,D,8 + 15 = 23,English,Vocabulary,Medium
CB7-02591,What is 33 + 27?,61,62,60,59,C,33 + 27 = 60,English,Vocabulary,Easy
CB7-02592,What is 3 + 3?,5,6,8,7,B,3 + 3 = 6,SST,Environment,Hard
CB7-02593,What is 41 + 38?,81,79,80,78,B,41 + 38 = 79,English,Sentence Correction,Medium
CB7-02594,What is 3 + 9?,12,11,14,13,A,3 + 9 = 12,Maths,Comparing Quantities,Hard
CB7-02595,What is 44 + 19?,63,65,64,62,A,44 + 19 = 63,English,Tenses,Medium
CB7-02596,What is 40 + 8?,47,49,48,50,C,40 + 8 = 48,Maths,Perimeter and Area,Easy
CB7-02597,What is 1 + 11?,14,13,11,12,D,1 + 11 = 12,Maths,Fractions and Decimals,Hard
CB7-02598,What is 20 + 40?,62,61,59,60,D,20 + 40 = 60,SST,Environment,Hard
CB7-02599,What is 42 + 23?,66,65,64,67,B,42 + 23 = 65,Maths,Rational Numbers,Medium
CB7-02600,What is 17 + 44?,61,60,62,63,A,17 + 44 = 61,Science,Weather Climate,Medium
CB7-02601,What is 7 + 28?,35,36,34,37,A,7 + 28 = 35,English,Comprehension,Easy
CB7-02602,What is 4 + 19?,24,23,22,25,B,4 + 19 = 23,Science,Reproduction in Plants,Hard
CB7-02603,What is 35 + 28?,62,63,65,64,B,35 + 28 = 63,English,Fill in the Blanks,Easy
CB7-02604,What is 17 + 19?,37,35,36,38,C,17 + 19 = 36,English,Fill in the Blanks,Hard
CB7-02605,What is 38 + 46?,84,83,86,85,A,38 + 46 = 84,English,Vocabulary,Hard
CB7-02606,What is 25 + 47?,71,73,72,74,C,25 + 47 = 72,Science,Reproduction in Plants,Hard
CB7-02607,What is 41 + 5?,47,48,45,46,D,41 + 5 = 46,Science,Transportation in Plants and Animals,Hard
CB7-02608,What is 50 + 38?,89,90,87,88,D,50 + 38 = 88,Maths,Integers,Medium
CB7-02609,What is 2 + 33?,35,37,36,34,A,2 + 33 = 35,Science,Respiration,Easy
CB7-02610,What is 41 + 40?,80,83,81,82,C,41 + 40 = 81,English,Parts of Speech,Hard
CB7-02611,What is 5 + 50?,54,55,57,56,B,5 + 50 = 55,English,Parts of Speech,Easy
CB7-02612,What is 50 + 19?,71,68,70,69,D,50 + 19 = 69,Science,Weather Climate,Medium
CB7-02613,What is 1 + 33?,33,34,35,36,B,1 + 33 = 34,SST,Media,Easy
CB7-02614,What is 33 + 49?,82,83,84,81,A,33 + 49 = 82,English,Vocabulary,Medium
CB7-02615,What is 39 + 5?,44,46,45,43,A,39 + 5 = 44,SST,Delhi Sultanate,Easy
CB7-02616,What is 31 + 34?,65,64,66,67,A,31 + 34 = 65,Maths,Triangle and Properties,Easy
CB7-02617,What is 30 + 10?,41,42,40,39,C,30 + 10 = 40,English,Sentence Correction,Hard
CB7-02618,What is 16 + 46?,64,62,61,63,B,16 + 46 = 62,Maths,Lines and Angles,Easy
CB7-02619,What is 11 + 19?,29,31,30,32,C,11 + 19 = 30,SST,Inside our Earth,Easy
CB7-02620,What is 40 + 39?,79,80,78,81,A,40 + 39 = 79,Maths,Simple Equations,Easy
CB7-02621,What is 32 + 44?,77,78,76,75,C,32 + 44 = 76,Science,Heat,Medium
CB7-02622,What is 4 + 44?,47,48,50,49,B,4 + 44 = 48,English,Vocabulary,Hard
CB7-02623,What is 38 + 20?,58,60,59,57,A,38 + 20 = 58,Science,Transportation in Plants and Animals,Hard
CB7-02624,What is 23 + 17?,42,41,39,40,D,23 + 17 = 40,SST,State Government,Easy
CB7-02625,What is 8 + 27?,34,36,37,35,D,8 + 27 = 35,Maths,Fractions and Decimals,Hard
CB7-02626,What is 13 + 17?,29,32,31,30,D,13 + 17 = 30,Maths,Algebra,Easy
CB7-02627,What is 7 + 32?,40,41,38,39,D,7 + 32 = 39,English,Sentence Correction,Easy
CB7-02628,What is 5 + 44?,51,48,49,50,C,5 + 44 = 49,English,Sentence Correction,Hard
CB7-02629,What is 33 + 35?,68,70,67,69,A,33 + 35 = 68,Science,Motion and Time,Easy
CB7-02630,What is 10 + 4?,14,13,16,15,A,10 + 4 = 14,Maths,Fractions and Decimals,Hard
CB7-02631,What is 33 + 28?,63,62,60,61,D,33 + 28 = 61,Maths,Algebra,Hard
CB7-02632,What is 38 + 32?,71,72,70,69,C,38 + 32 = 70,English,Tenses,Hard
CB7-02633,What is 42 + 48?,89,92,90,91,C,42 + 48 = 90,SST,Markets,Hard
CB7-02634,What is 41 + 17?,60,57,59,58,D,41 + 17 = 58,Science,Electric Current,Hard
CB7-02635,What is 50 + 31?,83,80,82,81,D,50 + 31 = 81,SST,Environment,Hard
CB7-02636,What is 13 + 46?,60,58,61,59,D,13 + 46 = 59,English,Comprehension,Hard
CB7-02637,What is 26 + 7?,33,34,35,32,A,26 + 7 = 33,Maths,Fractions and Decimals,Medium
CB7-02638,What is 15 + 12?,28,29,27,26,C,15 + 12 = 27,SST,Government,Easy
CB7-02639,What is 12 + 20?,34,33,32,31,C,12 + 20 = 32,Science,Electric Current,Medium
CB7-02640,What is 43 + 41?,86,85,84,83,C,43 + 41 = 84,Science,Fibre to Fabric,Hard
CB7-02641,What is 26 + 39?,67,64,66,65,D,26 + 39 = 65,SST,Equality,Easy
CB7-02642,What is 43 + 25?,69,68,67,70,B,43 + 25 = 68,English,Fill in the Blanks,Easy
CB7-02643,What is 28 + 16?,44,46,43,45,A,28 + 16 = 44,Maths,Lines and Angles,Medium
CB7-02644,What is 9 + 31?,41,42,39,40,D,9 + 31 = 40,Science,Electric Current,Easy
CB7-02645,What is 21 + 10?,30,32,31,33,C,21 + 10 = 31,Science,Fibre to Fabric,Hard
CB7-02646,What is 45 + 41?,85,88,87,86,D,45 + 41 = 86,English,Vocabulary,Medium
CB7-02647,What is 6 + 16?,24,22,21,23,B,6 + 16 = 22,Maths,Data Handling,Medium
CB7-02648,What is 9 + 40?,49,51,50,48,A,9 + 40 = 49,Science,Fibre to Fabric,Easy
CB7-02649,What is 9 + 26?,34,35,36,37,B,9 + 26 = 35,SST,State Government,Medium
CB7-02650,What is 25 + 14?,39,41,40,38,A,25 + 14 = 39,Science,Weather Climate,Medium
CB7-02651,What is 13 + 2?,15,16,14,17,A,13 + 2 = 15,English,Vocabulary,Medium
CB7-02652,What is 1 + 31?,33,32,34,31,B,1 + 31 = 32,SST,Media,Hard
CB7-02653,What is 11 + 25?,37,35,38,36,D,11 + 25 = 36,Science,Respiration,Medium
CB7-02654,What is 37 + 11?,49,50,47,48,D,37 + 11 = 48,Maths,Algebra,Easy
CB7-02655,What is 11 + 8?,19,20,18,21,A,11 + 8 = 19,Maths,Comparing Quantities,Easy
CB7-02656,What is 24 + 42?,67,65,68,66,D,24 + 42 = 66,English,Grammar,Easy
CB7-02657,What is 40 + 10?,51,49,50,52,C,40 + 10 = 50,English,Parts of Speech,Easy
CB7-02658,What is 4 + 6?,10,12,11,9,A,4 + 6 = 10,Maths,Simple Equations,Hard
CB7-02659,What is 34 + 44?,77,79,80,78,D,34 + 44 = 78,Maths,Integers,Easy
CB7-02660,What is 38 + 2?,39,41,42,40,D,38 + 2 = 40,Science,Nutrition in Animals,Hard
CB7-02661,What is 2 + 19?,20,22,23,21,D,2 + 19 = 21,Maths,Integers,Hard
CB7-02662,What is 9 + 33?,42,43,44,41,A,9 + 33 = 42,English,Synonyms Antonyms,Medium
CB7-02663,What is 34 + 25?,61,59,58,60,B,34 + 25 = 59,English,Grammar,Hard
CB7-02664,What is 44 + 47?,91,92,93,90,A,44 + 47 = 91,SST,Air and Water,Hard
CB7-02665,What is 23 + 17?,40,39,42,41,A,23 + 17 = 40,SST,Media,Hard
CB7-02666,What is 34 + 12?,48,46,47,45,B,34 + 12 = 46,SST,Government,Easy
CB7-02667,What is 34 + 7?,41,42,40,43,A,34 + 7 = 41,SST,Medieval India,Hard
CB7-02668,What is 18 + 50?,70,69,67,68,D,18 + 50 = 68,Science,Nutrition in Animals,Medium
CB7-02669,What is 29 + 17?,46,47,45,48,A,29 + 17 = 46,Maths,Integers,Easy
CB7-02670,What is 16 + 16?,33,32,31,34,B,16 + 16 = 32,Science,Physical and Chemical Changes,Hard
CB7-02671,What is 44 + 14?,57,58,60,59,B,44 + 14 = 58,SST,Medieval India,Easy
CB7-02672,What is 37 + 25?,61,62,63,64,B,37 + 25 = 62,Maths,Data Handling,Easy
CB7-02673,What is 1 + 12?,14,12,13,15,C,1 + 12 = 13,SST,Air and Water,Hard
CB7-02674,What is 21 + 29?,52,51,49,50,D,21 + 29 = 50,English,Vocabulary,Easy
CB7-02675,What is 35 + 4?,41,38,40,39,D,35 + 4 = 39,SST,Inside our Earth,Easy
CB7-02676,What is 43 + 26?,71,69,70,68,B,43 + 26 = 69,SST,Equality,Easy
CB7-02677,What is 2 + 10?,11,12,13,14,B,2 + 10 = 12,Maths,Rational Numbers,Easy
CB7-02678,What is 35 + 47?,81,83,82,84,C,35 + 47 = 82,SST,Equality,Easy
CB7-02679,What is 16 + 5?,20,21,22,23,B,16 + 5 = 21,Maths,Triangle and Properties,Easy
CB7-02680,What is 15 + 38?,52,55,53,54,C,15 + 38 = 53,Maths,Perimeter and Area,Hard
CB7-02681,What is 3 + 25?,28,29,30,27,A,3 + 25 = 28,Science,Weather Climate,Easy
CB7-02682,What is 36 + 8?,44,46,43,45,A,36 + 8 = 44,Science,Respiration,Easy
CB7-02683,What is 18 + 34?,51,52,53,54,B,18 + 34 = 52,Maths,Integers,Easy
CB7-02684,What is 25 + 24?,49,48,50,51,A,25 + 24 = 49,Maths,Fractions and Decimals,Hard
CB7-02685,What is 22 + 28?,51,49,52,50,D,22 + 28 = 50,SST,Environment,Medium
CB7-02686,What is 10 + 20?,29,30,31,32,B,10 + 20 = 30,SST,Equality,Medium
CB7-02687,What is 4 + 46?,49,52,50,51,C,4 + 46 = 50,SST,Equality,Easy
CB7-02688,What is 28 + 28?,56,57,55,58,A,28 + 28 = 56,SST,State Government,Medium
CB7-02689,What is 1 + 44?,47,46,45,44,C,1 + 44 = 45,Science,Transportation in Plants and Animals,Medium
CB7-02690,What is 49 + 35?,84,86,85,83,A,49 + 35 = 84,Maths,Algebra,Easy
CB7-02691,What is 14 + 4?,17,19,20,18,D,14 + 4 = 18,SST,Government,Hard
CB7-02692,What is 42 + 47?,89,91,90,88,A,42 + 47 = 89,English,Parts of Speech,Easy
